Order_Number;ID_Client;ID_State_Code;State/ UT;Customer_Name;Order_Date;Status;Product;ID_Product;Category;ID_Category;Brand;ID_Brand;Cost; Sales ;Quantity; Total_Cost ; Total_Sales ;Assigned Supervisor;ID_Vender
143305;CLI26;KA;Karnataka;Rajesh Variya;03/04/2022;Shipped;Wireless Mouse;PCT21;Mouse;CAT08;Samsung;BRD1;R$ 600,00; R$ 780,00 ;3; R$ 1.800,00 ; R$ 2.340,00 ;Aarvi Gupta; VEN11103 
143306;CLI27;KL;Kerala;Amit Singh;03/04/2022;Order;"21"" LCD Display";PCT22;Monitor;CAT09;Dell;BRD7;R$ 10.500,00; R$ 13.650,00 ;1; R$ 10.500,00 ; R$ 13.650,00 ;Aarvi Gupta; VEN11103 
143307;CLI28;MP;Madhya Pradesh;Vinod Mehta;03/04/2022;Processing;117 TB HDD;PCT839;HDD;CAT10;Western Digital;BRD11;R$ 6.500,00; R$ 8.450,00 ;3; R$ 19.500,00 ; R$ 25.350,00 ;Aarvi Gupta; VEN11103 
143308;CLI29;MH;Maharashtra;Jignesh Mhatre;03/04/2022;Delivered;372 GB SSD;PCT844;SSD;CAT01;Samsung;BRD1;R$ 4.500,00; R$ 5.850,00 ;2; R$ 9.000,00 ; R$ 11.700,00 ;Aarvi Gupta; VEN11103 
143309;CLI30;MN;Manipur;Rahul Kashyap;03/04/2022;Shipped;Intel i3 11th gen.;PCT24;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;2; R$ 17.000,00 ; R$ 22.100,00 ;Aarvi Gupta; VEN11103 
143310;CLI31;ML;Meghalaya;Mohammed Abdul Kaleem;03/04/2022;Order;4GB Graphic card;PCT25;Graphic Card;CAT03;Nvidia;BRD3;R$ 12.500,00; R$ 16.250,00 ;3; R$ 37.500,00 ; R$ 48.750,00 ;Aarvi Gupta; VEN11103 
143311;CLI32;MZ;Mizoram;Chandrakant Kasbe;03/04/2022;Processing;124 GB DDR4 RAM;PCT793;NIC;CAT12;Hynix;BRD4;R$ 3.500,00; R$ 4.550,00 ;2; R$ 7.000,00 ; R$ 9.100,00 ;Aarvi Gupta; VEN11103 
143312;CLI33;NL;Nagaland;Rohan Kale;03/04/2022;Delivered;BTX motherboard;PCT27;Printer;CAT13;Gigabyte;BRD5;R$ 4.500,00; R$ 5.850,00 ;1; R$ 4.500,00 ; R$ 5.850,00 ;Aarvi Gupta; VEN11103 
143313;CLI34;OR;Orissa;Aniruddha Kekapure;03/04/2022;Shipped;119 Fans Cabinet;PCT845;Cabinet;CAT06;Asus;BRD6;R$ 2.100,00; R$ 2.730,00 ;3; R$ 6.300,00 ; R$ 8.190,00 ;Aarvi Gupta; VEN11103 
143314;CLI35;PB;Punjab;Aslam Raza;03/04/2022;Order;Wireless Keyboard;PCT29;Keyboard;CAT07;Dell;BRD7;R$ 1.150,00; R$ 1.495,00 ;2; R$ 2.300,00 ; R$ 2.990,00 ;Aarvi Gupta; VEN11103 
143315;CLI36;RJ;Rajasthan;Roshan Zameer;03/04/2022;Processing;USB Mouse;PCT30;Mouse;CAT08;Samsung;BRD1;R$ 350,00; R$ 455,00 ;3; R$ 1.050,00 ; R$ 1.365,00 ;Ajay Sharma; VEN11101 
143316;CLI37;SK;Sikkim;Rakesh Kumar Sharma;03/04/2022;Delivered;"19"" LED Display";PCT31;Monitor;CAT09;Dell;BRD7;R$ 9.500,00; R$ 12.350,00 ;3; R$ 28.500,00 ; R$ 37.050,00 ;Roshan Kumar; VEN11102 
143317;CLI38;TN;Tamil Nadu;Shivanand Sahani;03/04/2022;Shipped;118 TB HDD;PCT846;HDD;CAT10;Western Digital;BRD11;R$ 10.000,00; R$ 13.000,00 ;3; R$ 30.000,00 ; R$ 39.000,00 ;Aarvi Gupta; VEN11103 
143318;CLI39;TR;Tripura;Kunal Patra;03/04/2022;Order;628 GB M.2;PCT847;SSD;CAT01;Samsung;BRD1;R$ 6.500,00; R$ 8.450,00 ;3; R$ 19.500,00 ; R$ 25.350,00 ;Vijay Singh; VEN11104 
143319;CLI40;UK;Uttarakhand;Bijendra;03/04/2022;Processing;RYZEN 3rd gen. 3616;PCT848;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;1; R$ 8.500,00 ; R$ 11.050,00 ;Aadil Khan; VEN11105 
143320;CLI41;UP;Uttar Pradesh;Kranti Bheke;03/04/2022;Delivered;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;3; R$ 21.000,00 ; R$ 27.300,00 ;Advika Joshi; VEN11106 
143321;CLI42;WB;West Bengal;Jagdeep;03/04/2022;Shipped;132 GB DDR4 RAM;PCT849;NIC;CAT12;Hynix;BRD4;R$ 6.550,00; R$ 8.515,00 ;1; R$ 6.550,00 ; R$ 8.515,00 ;Ajay Sharma; VEN11101 
143322;CLI01;TN;Tamil Nadu;Adhir Samal;03/04/2022;Order;Standard ATX motherboard;PCT05;Printer;CAT13;Gigabyte;BRD5;R$ 7.650,00; R$ 9.945,00 ;1; R$ 7.650,00 ; R$ 9.945,00 ;Roshan Kumar; VEN11102 
143323;CLI02;TR;Tripura;Dannana Jhammi;03/04/2022;Processing;Compact with 1 Fan;PCT06;Cabinet;CAT06;Asus;BRD6;R$ 1.150,00; R$ 1.495,00 ;1; R$ 1.150,00 ; R$ 1.495,00 ;Aarvi Gupta; VEN11103 
143324;CLI03;MH;Maharashtra;Vipin Kumar;03/04/2022;Delivered;USB Backlight Keyboard;PCT07;Keyboard;CAT07;Dell;BRD7;R$ 850,00; R$ 1.105,00 ;3; R$ 2.550,00 ; R$ 3.315,00 ;Aarvi Gupta; VEN11103 
143325;CLI04;CH;Chandigarh;Ranjeet Kumar;03/04/2022;Shipped;Ergonomic Mouse;PCT08;Mouse;CAT08;Samsung;BRD1;R$ 650,00; R$ 845,00 ;3; R$ 1.950,00 ; R$ 2.535,00 ;Aarvi Gupta; VEN11103 
143326;CLI05;DH;Dadra and Nagar Haveli;Sajal Singhal;03/04/2022;Order;"15"" LCD Dsipaly";PCT09;Monitor;CAT09;Dell;BRD7;R$ 7.500,00; R$ 9.750,00 ;2; R$ 15.000,00 ; R$ 19.500,00 ;Aarvi Gupta; VEN11103 
143327;CLI06;DD;Daman and Diu;Akhilesh Kumar;03/04/2022;Processing;118 TB HDD;PCT846;HDD;CAT10;Seagate;BRD8;R$ 10.000,00; R$ 13.000,00 ;4; R$ 40.000,00 ; R$ 52.000,00 ;Aarvi Gupta; VEN11103 
143328;CLI07;DL;Delhi;Suvankar Chakraborty;03/04/2022;Delivered;117 TB SSD;PCT850;SSD;CAT01;Samsung;BRD1;R$ 10.500,00; R$ 13.650,00 ;2; R$ 21.000,00 ; R$ 27.300,00 ;Aarvi Gupta; VEN11103 
143329;CLI08;LD;Lakshadweep;Suvankar Adhikary;03/04/2022;Shipped;Intel i5 12th gen.;PCT12;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;3; R$ 25.500,00 ; R$ 33.150,00 ;Aarvi Gupta; VEN11103 
143330;CLI09;PY;Pondicherry;Rahul Kumar Prajapati;03/04/2022;Order;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;2; R$ 14.000,00 ; R$ 18.200,00 ;Aarvi Gupta; VEN11103 
143331;CLI10;AP;Andhra Pradesh;Sagar Jeur;03/04/2022;Processing;120 GB DDR4 Ram;PCT765;NIC;CAT12;Hynix;BRD4;R$ 1.680,00; R$ 2.184,00 ;4; R$ 6.720,00 ; R$ 8.736,00 ;Aarvi Gupta; VEN11103 
143332;CLI11;AR;Arunachal Pradesh;Rhushikesh Mane;03/04/2022;Delivered;Micro ATX motherboard;PCT14;Printer;CAT13;MSI;BRD9;R$ 6.540,00; R$ 8.502,00 ;2; R$ 13.080,00 ; R$ 17.004,00 ;Aarvi Gupta; VEN11103 
143333;CLI12;AS;Assam;Ashish Kumar;03/04/2022;Shipped;Gaming Box Cabinet;PCT15;Cabinet;CAT06;Asus;BRD6;R$ 2.680,00; R$ 3.484,00 ;3; R$ 8.040,00 ; R$ 10.452,00 ;Ajay Sharma; VEN11101 
143334;CLI13;BR;Bihar;Javed Akhter;03/04/2022;Order;"17"" LCD Display";PCT16;Monitor;CAT09;Samsung;BRD1;R$ 8.250,00; R$ 10.725,00 ;3; R$ 24.750,00 ; R$ 32.175,00 ;Roshan Kumar; VEN11102 
143335;CLI14;CG;Chhattisgarh;Haridas Balraj;03/04/2022;Processing;124 GB DDR4 RAM;PCT793;RAM;CAT04;Samsung;BRD1;R$ 2.650,00; R$ 3.445,00 ;1; R$ 2.650,00 ; R$ 3.445,00 ;Aarvi Gupta; VEN11103 
143336;CLI15;GA;Goa;Kundan Kumar;03/04/2022;Delivered;"26"" LCD Display";PCT18;Monitor;CAT09;Acer;BRD10;R$ 12.550,00; R$ 16.315,00 ;4; R$ 50.200,00 ; R$ 65.260,00 ;Vijay Singh; VEN11104 
143337;CLI16;GJ;Gujarat;Atif Siddiqui;03/04/2022;Shipped;I7 - intel 12th Generation;PCT19;CPU;CAT02;Intel;BRD2;R$ 14.500,00; R$ 18.850,00 ;2; R$ 29.000,00 ; R$ 37.700,00 ;Aadil Khan; VEN11105 
143338;CLI17;HR;Haryana;Aditya Agarwal;03/04/2022;Order;USB Keyboard;PCT20;Keyboard;CAT07;Dell;BRD7;R$ 800,00; R$ 1.040,00 ;4; R$ 3.200,00 ; R$ 4.160,00 ;Advika Joshi; VEN11106 
143339;CLI18;HP;Himachal Pradesh;Firdoush Jabee;03/04/2022;Processing;Wireless Mouse;PCT21;Mouse;CAT08;Samsung;BRD1;R$ 600,00; R$ 780,00 ;4; R$ 2.400,00 ; R$ 3.120,00 ;Ajay Sharma; VEN11101 
143340;CLI19;JK;Jammu and Kashmir;Jay Prakash Kumar;03/04/2022;Delivered;"21"" LCD Display";PCT22;Monitor;CAT09;Dell;BRD7;R$ 10.500,00; R$ 13.650,00 ;4; R$ 42.000,00 ; R$ 54.600,00 ;Roshan Kumar; VEN11102 
143341;CLI20;JH;Jharkhand;Ashish Pandey;03/04/2022;Shipped;118 TB HDD;PCT846;HDD;CAT10;Western Digital;BRD11;R$ 6.500,00; R$ 8.450,00 ;4; R$ 26.000,00 ; R$ 33.800,00 ;Aarvi Gupta; VEN11103 
143342;CLI21;KA;Karnataka;Ajay Sharma;03/04/2022;Order;373 GB SSD;PCT851;SSD;CAT01;Samsung;BRD1;R$ 4.500,00; R$ 5.850,00 ;3; R$ 13.500,00 ; R$ 17.550,00 ;Vijay Singh; VEN11104 
143343;CLI22;KL;Kerala;Moinuddin Saifi;03/04/2022;Processing;Intel i3 11th gen.;PCT24;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;4; R$ 34.000,00 ; R$ 44.200,00 ;Aadil Khan; VEN11105 
143344;CLI23;MP;Madhya Pradesh;Ramkrishna Das Adhikary;03/04/2022;Delivered;4GB Graphic card;PCT25;Graphic Card;CAT03;Nvidia;BRD3;R$ 12.500,00; R$ 16.250,00 ;3; R$ 37.500,00 ; R$ 48.750,00 ;Aarvi Gupta; VEN11103 
143345;CLI24;MH;Maharashtra;Ranjeet Mandal;03/04/2022;Shipped;125 GB DDR4 RAM;PCT800;RAM;CAT04;Hynix;BRD4;R$ 3.500,00; R$ 4.550,00 ;3; R$ 10.500,00 ; R$ 13.650,00 ;Aarvi Gupta; VEN11103 
143346;CLI25;MN;Manipur;Ashwini Adsare;03/04/2022;Order;BTX motherboard;PCT27;Motherboard;CAT05;Gigabyte;BRD5;R$ 4.500,00; R$ 5.850,00 ;3; R$ 13.500,00 ; R$ 17.550,00 ;Aarvi Gupta; VEN11103 
143347;CLI26;ML;Meghalaya;Rajesh Variya;03/04/2022;Processing;120 Fans Cabinet;PCT852;Cabinet;CAT06;Asus;BRD6;R$ 2.100,00; R$ 2.730,00 ;4; R$ 8.400,00 ; R$ 10.920,00 ;Aarvi Gupta; VEN11103 
143348;CLI27;MZ;Mizoram;Amit Singh;03/04/2022;Delivered;Wireless Keyboard;PCT29;Keyboard;CAT07;Dell;BRD7;R$ 1.150,00; R$ 1.495,00 ;2; R$ 2.300,00 ; R$ 2.990,00 ;Aarvi Gupta; VEN11103 
143349;CLI28;NL;Nagaland;Vinod Mehta;03/04/2022;Shipped;USB Mouse;PCT30;Mouse;CAT08;Samsung;BRD1;R$ 350,00; R$ 455,00 ;1; R$ 350,00 ; R$ 455,00 ;Aarvi Gupta; VEN11103 
143350;CLI29;OR;Orissa;Jignesh Mhatre;03/04/2022;Order;"19"" LED Display";PCT31;Monitor;CAT09;Dell;BRD7;R$ 9.500,00; R$ 12.350,00 ;4; R$ 38.000,00 ; R$ 49.400,00 ;Aarvi Gupta; VEN11103 
143351;CLI30;PB;Punjab;Rahul Kashyap;03/04/2022;Processing;119 TB HDD;PCT853;HDD;CAT10;Western Digital;BRD11;R$ 10.000,00; R$ 13.000,00 ;4; R$ 40.000,00 ; R$ 52.000,00 ;Aarvi Gupta; VEN11103 
143352;CLI31;RJ;Rajasthan;Mohammed Abdul Kaleem;03/04/2022;Delivered;629 GB M.2;PCT854;SSD;CAT01;Samsung;BRD1;R$ 6.500,00; R$ 8.450,00 ;3; R$ 19.500,00 ; R$ 25.350,00 ;Aarvi Gupta; VEN11103 
143353;CLI32;SK;Sikkim;Chandrakant Kasbe;03/04/2022;Shipped;RYZEN 3rd gen. 3617;PCT855;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;1; R$ 8.500,00 ; R$ 11.050,00 ;Aarvi Gupta; VEN11103 
143354;CLI33;TN;Tamil Nadu;Rohan Kale;03/04/2022;Order;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;2; R$ 14.000,00 ; R$ 18.200,00 ;Vijay Singh; VEN11104 
143355;CLI34;TR;Tripura;Aniruddha Kekapure;03/04/2022;Processing;133 GB DDR4 RAM;PCT856;RAM;CAT04;Hynix;BRD4;R$ 6.550,00; R$ 8.515,00 ;4; R$ 26.200,00 ; R$ 34.060,00 ;Aadil Khan; VEN11105 
143356;CLI35;UK;Uttarakhand;Aslam Raza;03/04/2022;Delivered;Standard ATX motherboard;PCT05;Motherboard;CAT05;Gigabyte;BRD5;R$ 7.650,00; R$ 9.945,00 ;3; R$ 22.950,00 ; R$ 29.835,00 ;Advika Joshi; VEN11106 
143357;CLI36;UP;Uttar Pradesh;Roshan Zameer;03/04/2022;Shipped;Compact with 1 Fan;PCT06;Cabinet;CAT06;Asus;BRD6;R$ 1.150,00; R$ 1.495,00 ;4; R$ 4.600,00 ; R$ 5.980,00 ;Ajay Sharma; VEN11101 
143358;CLI37;WB;West Bengal;Rakesh Kumar Sharma;03/04/2022;Order;USB Backlight Keyboard;PCT07;Keyboard;CAT07;Dell;BRD7;R$ 850,00; R$ 1.105,00 ;3; R$ 2.550,00 ; R$ 3.315,00 ;Roshan Kumar; VEN11102 
143359;CLI38;TN;Tamil Nadu;Shivanand Sahani;03/04/2022;Processing;Ergonomic Mouse;PCT08;Mouse;CAT08;Samsung;BRD1;R$ 650,00; R$ 845,00 ;4; R$ 2.600,00 ; R$ 3.380,00 ;Aarvi Gupta; VEN11103 
143360;CLI39;TR;Tripura;Kunal Patra;03/04/2022;Delivered;"15"" LCD Dsipaly";PCT09;Monitor;CAT09;Dell;BRD7;R$ 7.500,00; R$ 9.750,00 ;4; R$ 30.000,00 ; R$ 39.000,00 ;Vijay Singh; VEN11104 
143361;CLI40;MH;Maharashtra;Bijendra;03/04/2022;Shipped;119 TB HDD;PCT853;HDD;CAT10;Seagate;BRD8;R$ 10.000,00; R$ 13.000,00 ;4; R$ 40.000,00 ; R$ 52.000,00 ;Aadil Khan; VEN11105 
143362;CLI41;CH;Chandigarh;Kranti Bheke;03/04/2022;Order;118 TB SSD;PCT857;SSD;CAT01;Samsung;BRD1;R$ 10.500,00; R$ 13.650,00 ;4; R$ 42.000,00 ; R$ 54.600,00 ;Advika Joshi; VEN11106 
143363;CLI42;DH;Dadra and Nagar Haveli;Jagdeep;03/04/2022;Processing;Intel i5 12th gen.;PCT12;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;1; R$ 8.500,00 ; R$ 11.050,00 ;Ajay Sharma; VEN11101 
143364;CLI01;DD;Daman and Diu;Adhir Samal;03/04/2022;Delivered;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;3; R$ 21.000,00 ; R$ 27.300,00 ;Roshan Kumar; VEN11102 
143365;CLI02;DL;Delhi;Dannana Jhammi;03/04/2022;Shipped;121 GB DDR4 Ram;PCT772;RAM;CAT04;Hynix;BRD4;R$ 1.680,00; R$ 2.184,00 ;2; R$ 3.360,00 ; R$ 4.368,00 ;Aarvi Gupta; VEN11103 
143366;CLI03;LD;Lakshadweep;Vipin Kumar;03/04/2022;Order;Micro ATX motherboard;PCT14;Motherboard;CAT05;MSI;BRD9;R$ 6.540,00; R$ 8.502,00 ;3; R$ 19.620,00 ; R$ 25.506,00 ;Vijay Singh; VEN11104 
143367;CLI04;PY;Pondicherry;Ranjeet Kumar;03/04/2022;Processing;Gaming Box Cabinet;PCT15;Cabinet;CAT06;Asus;BRD6;R$ 2.680,00; R$ 3.484,00 ;2; R$ 5.360,00 ; R$ 6.968,00 ;Aadil Khan; VEN11105 
143368;CLI05;AP;Andhra Pradesh;Sajal Singhal;03/04/2022;Delivered;"17"" LCD Display";PCT16;Monitor;CAT09;Samsung;BRD1;R$ 8.250,00; R$ 10.725,00 ;2; R$ 16.500,00 ; R$ 21.450,00 ;Advika Joshi; VEN11106 
143369;CLI06;AR;Arunachal Pradesh;Akhilesh Kumar;03/04/2022;Shipped;125 GB DDR4 RAM;PCT800;RAM;CAT04;Samsung;BRD1;R$ 2.650,00; R$ 3.445,00 ;3; R$ 7.950,00 ; R$ 10.335,00 ;Ajay Sharma; VEN11101 
143370;CLI07;AS;Assam;Suvankar Chakraborty;03/04/2022;Order;"26"" LCD Display";PCT18;Monitor;CAT09;Acer;BRD10;R$ 12.550,00; R$ 16.315,00 ;4; R$ 50.200,00 ; R$ 65.260,00 ;Roshan Kumar; VEN11102 
143371;CLI08;BR;Bihar;Suvankar Adhikary;03/04/2022;Processing;I7 - intel 12th Generation;PCT19;CPU;CAT02;Intel;BRD2;R$ 14.500,00; R$ 18.850,00 ;4; R$ 58.000,00 ; R$ 75.400,00 ;Aarvi Gupta; VEN11103 
143372;CLI09;CG;Chhattisgarh;Rahul Kumar Prajapati;03/04/2022;Delivered;USB Keyboard;PCT20;Keyboard;CAT07;Dell;BRD7;R$ 800,00; R$ 1.040,00 ;2; R$ 1.600,00 ; R$ 2.080,00 ;Vijay Singh; VEN11104 
143373;CLI10;GA;Goa;Sagar Jeur;03/04/2022;Shipped;Wireless Mouse;PCT21;Mouse;CAT08;Samsung;BRD1;R$ 600,00; R$ 780,00 ;3; R$ 1.800,00 ; R$ 2.340,00 ;Aadil Khan; VEN11105 
143374;CLI11;GJ;Gujarat;Rhushikesh Mane;03/04/2022;Order;"21"" LCD Display";PCT22;Monitor;CAT09;Dell;BRD7;R$ 10.500,00; R$ 13.650,00 ;1; R$ 10.500,00 ; R$ 13.650,00 ;Advika Joshi; VEN11106 
143375;CLI12;HR;Haryana;Ashish Kumar;03/04/2022;Processing;119 TB HDD;PCT853;HDD;CAT10;Western Digital;BRD11;R$ 6.500,00; R$ 8.450,00 ;2; R$ 13.000,00 ; R$ 16.900,00 ;Ajay Sharma; VEN11101 
143376;CLI13;HP;Himachal Pradesh;Javed Akhter;03/04/2022;Delivered;374 GB SSD;PCT858;SSD;CAT01;Samsung;BRD1;R$ 4.500,00; R$ 5.850,00 ;3; R$ 13.500,00 ; R$ 17.550,00 ;Roshan Kumar; VEN11102 
143377;CLI14;JK;Jammu and Kashmir;Haridas Balraj;03/04/2022;Shipped;Intel i3 11th gen.;PCT24;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;4; R$ 34.000,00 ; R$ 44.200,00 ;Aarvi Gupta; VEN11103 
143378;CLI15;JH;Jharkhand;Kundan Kumar;03/04/2022;Order;4GB Graphic card;PCT25;Graphic Card;CAT03;Nvidia;BRD3;R$ 12.500,00; R$ 16.250,00 ;3; R$ 37.500,00 ; R$ 48.750,00 ;Aarvi Gupta; VEN11103 
143379;CLI16;KA;Karnataka;Atif Siddiqui;03/04/2022;Processing;126 GB DDR4 RAM;PCT807;Computer Case;CAT11;Hynix;BRD4;R$ 3.500,00; R$ 4.550,00 ;4; R$ 14.000,00 ; R$ 18.200,00 ;Aarvi Gupta; VEN11103 
143380;CLI17;KL;Kerala;Aditya Agarwal;03/04/2022;Delivered;BTX motherboard;PCT27;Mouse;CAT08;Gigabyte;BRD5;R$ 4.500,00; R$ 5.850,00 ;1; R$ 4.500,00 ; R$ 5.850,00 ;Aarvi Gupta; VEN11103 
143381;CLI18;MP;Madhya Pradesh;Firdoush Jabee;03/04/2022;Shipped;121 Fans Cabinet;PCT859;Cabinet;CAT06;Asus;BRD6;R$ 2.100,00; R$ 2.730,00 ;1; R$ 2.100,00 ; R$ 2.730,00 ;Aarvi Gupta; VEN11103 
143382;CLI19;MH;Maharashtra;Jay Prakash Kumar;03/04/2022;Order;Wireless Keyboard;PCT29;Keyboard;CAT07;Dell;BRD7;R$ 1.150,00; R$ 1.495,00 ;1; R$ 1.150,00 ; R$ 1.495,00 ;Aarvi Gupta; VEN11103 
143383;CLI20;MN;Manipur;Ashish Pandey;03/04/2022;Processing;USB Mouse;PCT30;Mouse;CAT08;Samsung;BRD1;R$ 350,00; R$ 455,00 ;4; R$ 1.400,00 ; R$ 1.820,00 ;Aarvi Gupta; VEN11103 
143384;CLI21;ML;Meghalaya;Ajay Sharma;03/04/2022;Delivered;"19"" LED Display";PCT31;Monitor;CAT09;Dell;BRD7;R$ 9.500,00; R$ 12.350,00 ;3; R$ 28.500,00 ; R$ 37.050,00 ;Aarvi Gupta; VEN11103 
143385;CLI22;MZ;Mizoram;Moinuddin Saifi;03/04/2022;Shipped;120 TB HDD;PCT860;HDD;CAT10;Western Digital;BRD11;R$ 10.000,00; R$ 13.000,00 ;2; R$ 20.000,00 ; R$ 26.000,00 ;Aarvi Gupta; VEN11103 
143386;CLI23;NL;Nagaland;Ramkrishna Das Adhikary;03/04/2022;Order;630 GB M.2;PCT861;SSD;CAT01;Samsung;BRD1;R$ 6.500,00; R$ 8.450,00 ;2; R$ 13.000,00 ; R$ 16.900,00 ;Aarvi Gupta; VEN11103 
143387;CLI24;OR;Orissa;Ranjeet Mandal;03/04/2022;Processing;RYZEN 3rd gen. 3618;PCT862;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;1; R$ 8.500,00 ; R$ 11.050,00 ;Aarvi Gupta; VEN11103 
143388;CLI25;PB;Punjab;Ashwini Adsare;03/04/2022;Delivered;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;3; R$ 21.000,00 ; R$ 27.300,00 ;Roshan Kumar; VEN11102 
143389;CLI26;RJ;Rajasthan;Rajesh Variya;03/04/2022;Shipped;134 GB DDR4 RAM;PCT863;Computer Case;CAT11;Hynix;BRD4;R$ 6.550,00; R$ 8.515,00 ;4; R$ 26.200,00 ; R$ 34.060,00 ;Aarvi Gupta; VEN11103 
143390;CLI27;SK;Sikkim;Amit Singh;03/04/2022;Order;Standard ATX motherboard;PCT05;Mouse;CAT08;Gigabyte;BRD5;R$ 7.650,00; R$ 9.945,00 ;1; R$ 7.650,00 ; R$ 9.945,00 ;Vijay Singh; VEN11104 
143391;CLI28;TN;Tamil Nadu;Vinod Mehta;03/04/2022;Processing;Compact with 1 Fan;PCT06;Cabinet;CAT06;Asus;BRD6;R$ 1.150,00; R$ 1.495,00 ;3; R$ 3.450,00 ; R$ 4.485,00 ;Aadil Khan; VEN11105 
143392;CLI29;TR;Tripura;Jignesh Mhatre;03/04/2022;Delivered;USB Backlight Keyboard;PCT07;Keyboard;CAT07;Dell;BRD7;R$ 850,00; R$ 1.105,00 ;4; R$ 3.400,00 ; R$ 4.420,00 ;Advika Joshi; VEN11106 
143393;CLI30;UK;Uttarakhand;Rahul Kashyap;03/04/2022;Shipped;Ergonomic Mouse;PCT08;Mouse;CAT08;Samsung;BRD1;R$ 650,00; R$ 845,00 ;1; R$ 650,00 ; R$ 845,00 ;Ajay Sharma; VEN11101 
143394;CLI31;UP;Uttar Pradesh;Mohammed Abdul Kaleem;03/04/2022;Order;"15"" LCD Dsipaly";PCT09;Monitor;CAT09;Dell;BRD7;R$ 7.500,00; R$ 9.750,00 ;4; R$ 30.000,00 ; R$ 39.000,00 ;Roshan Kumar; VEN11102 
143395;CLI32;WB;West Bengal;Chandrakant Kasbe;03/04/2022;Processing;120 TB HDD;PCT860;HDD;CAT10;Seagate;BRD8;R$ 10.000,00; R$ 13.000,00 ;3; R$ 30.000,00 ; R$ 39.000,00 ;Aarvi Gupta; VEN11103 
143396;CLI33;TN;Tamil Nadu;Rohan Kale;03/04/2022;Delivered;119 TB SSD;PCT864;SSD;CAT01;Samsung;BRD1;R$ 10.500,00; R$ 13.650,00 ;2; R$ 21.000,00 ; R$ 27.300,00 ;Aarvi Gupta; VEN11103 
143397;CLI34;TR;Tripura;Aniruddha Kekapure;03/04/2022;Shipped;Intel i5 12th gen.;PCT12;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;4; R$ 34.000,00 ; R$ 44.200,00 ;Aarvi Gupta; VEN11103 
143398;CLI35;MH;Maharashtra;Aslam Raza;03/04/2022;Order;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;4; R$ 28.000,00 ; R$ 36.400,00 ;Aarvi Gupta; VEN11103 
143399;CLI36;CH;Chandigarh;Roshan Zameer;03/04/2022;Processing;122 GB DDR4 Ram;PCT779;Computer Case;CAT11;Hynix;BRD4;R$ 1.680,00; R$ 2.184,00 ;3; R$ 5.040,00 ; R$ 6.552,00 ;Aarvi Gupta; VEN11103 
143400;CLI37;DH;Dadra and Nagar Haveli;Rakesh Kumar Sharma;03/04/2022;Delivered;Micro ATX motherboard;PCT14;Mouse;CAT08;MSI;BRD9;R$ 6.540,00; R$ 8.502,00 ;1; R$ 6.540,00 ; R$ 8.502,00 ;Aarvi Gupta; VEN11103 
143401;CLI38;DD;Daman and Diu;Shivanand Sahani;03/04/2022;Shipped;Gaming Box Cabinet;PCT15;Cabinet;CAT06;Asus;BRD6;R$ 2.680,00; R$ 3.484,00 ;3; R$ 8.040,00 ; R$ 10.452,00 ;Aarvi Gupta; VEN11103 
143402;CLI39;DL;Delhi;Kunal Patra;03/04/2022;Order;"17"" LCD Display";PCT16;Monitor;CAT09;Samsung;BRD1;R$ 8.250,00; R$ 10.725,00 ;1; R$ 8.250,00 ; R$ 10.725,00 ;Aarvi Gupta; VEN11103 
143403;CLI40;LD;Lakshadweep;Bijendra;03/04/2022;Processing;126 GB DDR4 RAM;PCT807;RAM;CAT04;Samsung;BRD1;R$ 2.650,00; R$ 3.445,00 ;3; R$ 7.950,00 ; R$ 10.335,00 ;Aarvi Gupta; VEN11103 
143404;CLI41;PY;Pondicherry;Kranti Bheke;03/04/2022;Delivered;"26"" LCD Display";PCT18;Monitor;CAT09;Acer;BRD10;R$ 12.550,00; R$ 16.315,00 ;3; R$ 37.650,00 ; R$ 48.945,00 ;Aarvi Gupta; VEN11103 
